ticket_id,ticket_text,category,priority,source_channel
10347,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Medium,Email
10348,"Hi team, I want to terminate my membership and delete all stored personal data.",Cancellation,Medium,Email
10349,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Medium,Email
10350,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Chat
10351,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
10352,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Web Portal
10353,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
10354,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Low,Chat
10355,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
10356,Please cancel my premium subscription immediately.,Cancellation,High,Phone
10357,"Hello, I was double charged for my monthly subscription fee.",Billing,High,Phone
10358,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Phone
10359,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
10360,Urgent: I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
10361,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
10362,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Web Portal
10363,Urgent: I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
10364,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Web Portal
10365,Please help - Extremely disappointed with the unannounced price hike.,Complaint,High,Email
10366,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
10367,"Hi team, Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Email
10368,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Chat
10369,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Phone
10370,Please help - Please cancel my premium subscription immediately.,Cancellation,High,Email
10371,"Hi team, Downgrade our team's corporate subscription to the free tier.",Cancellation,High,Phone
10372,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Medium,Email
10373,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,High,Chat
10374,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Low,Chat
10375,"Hello, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Chat
10376,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Phone
10377,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Phone
10378,"Hello, Password reset link expired or is invalid.",Account Access,High,Phone
10379,The service availability falls way short of the promised uptime SLA.,Complaint,Low,Phone
10380,Password reset link expired or is invalid.,Account Access,Medium,Email
10381,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Email
10382,Regarding my account: Password reset link expired or is invalid.,Account Access,Low,Phone
10383,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,Low,Email
10384,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Chat
10385,Regarding my account: Extremely disappointed with the unannounced price hike.,Complaint,Medium,Email
10386,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Low,Phone
10387,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Low,Phone
10388,Regarding my account: Application crashes whenever I try to opening settings.,Technical Support,Low,Email
10389,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,Low,Chat
10390,Please help - Need to transfer master ownership of the workspace to another admin.,Account Access,High,Phone
10391,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Web Portal
10392,Please help - I was double charged for my monthly subscription fee.,Billing,Medium,Email
10393,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
10394,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Medium,Web Portal
10395,"Hello, The service availability falls way short of the promised uptime SLA.",Complaint,High,Web Portal
10396,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Email
10397,"Hi team, Need a copy of invoice #5646 for our company accounts.",Billing,High,Chat
10398,2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Email
10399,Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,Low,Chat
10400,Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Chat
10401,Urgent: Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Phone
10402,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Email
10403,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
10404,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Low,Email
10405,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
10406,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Phone
10407,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
10408,Please help - Application crashes whenever I try to processing checkout.,Technical Support,Low,Email
10409,"Hello, Need a copy of invoice #7614 for our company accounts.",Billing,Medium,Email
10410,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Web Portal
10411,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Phone
10412,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
10413,"Hello, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Low,Email
10414,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Chat
10415,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Chat
10416,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,High,Phone
10417,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Email
10418,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Phone
10419,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,High,Email
10420,Please help - Password reset link expired or is invalid.,Account Access,Medium,Phone
10421,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Chat
10422,Please help - Password reset link expired or is invalid.,Account Access,High,Phone
10423,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Medium,Email
10424,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Low,Email
10425,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
10426,Please help - Production server is throwing 403 Forbidden errors during exporting reports.,Technical Support,Low,Phone
10427,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Email
10428,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
